t,mode_code,mode_label,V,Tb,I,H,Q
8.000000,5,motor_overload,4.713277,57.936129,607.164589,6.792747,20123.628297
8.200000,5,motor_overload,4.671179,57.595138,605.584441,6.722547,19984.669637
8.400000,5,motor_overload,4.477800,58.253877,607.239772,6.763515,20033.336202
8.600000,5,motor_overload,4.558234,57.786370,607.115764,6.746737,19965.490174
8.800000,5,motor_overload,4.464972,57.859774,605.847360,6.661230,19923.170162
9.000000,5,motor_overload,4.443934,58.033946,602.073173,6.678586,20036.455186
9.200000,5,motor_overload,4.463200,58.204418,609.951171,6.768489,19995.705110
9.400000,5,motor_overload,4.687209,58.177241,602.599846,6.724230,19991.326993
9.600000,5,motor_overload,4.425270,57.518586,603.831016,6.692498,20008.634206
9.800000,5,motor_overload,4.288848,57.470820,607.448200,6.810214,19960.019164
10.000000,5,motor_overload,4.380087,57.937301,608.385584,6.738959,19997.234790
10.200000,5,motor_overload,4.489046,58.039492,608.541281,6.702563,20064.373724
10.400000,5,motor_overload,4.350635,57.992792,602.898825,6.707404,20008.472541
10.600000,5,motor_overload,4.654770,57.571354,603.850951,6.748991,20015.986762
10.800000,5,motor_overload,4.239381,57.714575,607.831982,6.712322,20058.603531
11.000000,5,motor_overload,4.425331,57.655633,602.876257,6.714919,20039.982827
11.200000,5,motor_overload,4.586317,57.920584,608.992777,6.763891,20088.863000
11.400000,5,motor_overload,4.400298,58.128186,607.075060,6.733635,19975.376729
11.600000,5,motor_overload,4.770417,57.883764,604.687352,6.780519,20024.746863
11.800000,5,motor_overload,4.282854,58.354407,603.270278,6.704191,19977.651363
12.000000,5,motor_overload,4.599871,57.872484,602.217030,6.720227,19961.764307
12.200000,5,motor_overload,4.587908,57.985043,603.415338,6.744355,19923.004328
12.400000,5,motor_overload,4.582846,58.018408,601.999209,6.821916,19945.003661
12.600000,5,motor_overload,4.554088,58.075320,604.981693,6.722381,20023.833927
12.800000,5,motor_overload,4.420319,57.667613,602.895678,6.755752,20080.972449
13.000000,5,motor_overload,4.695704,58.099024,602.989230,6.733034,19946.904057
13.200000,5,motor_overload,4.386830,58.042121,608.159145,6.774183,19981.280797
13.400000,5,motor_overload,4.664813,57.941113,604.073943,6.778475,19990.446144
13.600000,5,motor_overload,4.303216,58.216299,607.490779,6.734389,19988.793512
13.800000,5,motor_overload,4.571385,58.184277,607.851271,6.737543,19946.083858
14.000000,5,motor_overload,4.479223,58.251718,605.832224,6.760525,20102.844831
14.200000,5,motor_overload,4.480098,58.015431,606.851663,6.775704,20012.255477
14.400000,5,motor_overload,4.608851,57.886710,608.107150,6.817378,20064.521258
14.600000,5,motor_overload,4.671354,57.754454,602.707341,6.788354,20003.841128
14.800000,5,motor_overload,4.502474,58.197216,603.808103,6.727041,20018.565050
15.000000,5,motor_overload,4.751668,58.167188,606.371926,6.770644,19974.263143
15.200000,5,motor_overload,4.708853,58.132456,603.676365,6.714061,19955.528715
15.400000,5,motor_overload,4.327279,57.963755,603.755168,6.744645,19936.177203
15.600000,5,motor_overload,4.268300,57.983504,602.186087,6.687370,20028.763892
15.800000,5,motor_overload,4.680941,57.772379,600.369178,6.714474,20016.467181
16.000000,5,motor_overload,4.465254,57.945993,600.777951,6.779131,20030.481459
16.200000,5,motor_overload,4.424281,57.566846,605.533334,6.674410,20034.695173
16.400000,5,motor_overload,4.628727,57.988560,604.544365,6.763099,19984.737862
16.600000,5,motor_overload,4.406284,57.906187,601.833482,6.776012,20051.117754
16.800000,5,motor_overload,4.485573,58.054460,604.222434,6.798111,19963.244036
17.000000,5,motor_overload,4.320543,57.632197,608.157265,6.793221,19969.076549
17.200000,5,motor_overload,4.344512,58.186135,604.232816,6.718266,20017.857567
17.400000,5,motor_overload,4.722321,57.924729,603.528177,6.830193,19974.651009
17.600000,5,motor_overload,4.477290,57.891584,604.925847,6.721678,19938.919247
17.800000,5,motor_overload,4.581230,57.735837,610.661861,6.701218,19966.264796
18.000000,5,motor_overload,4.358719,58.188615,609.441739,6.780676,19994.373380
18.200000,5,motor_overload,4.523243,58.057952,610.258163,6.714471,19992.239368
18.400000,5,motor_overload,4.674014,58.197867,605.780723,6.733604,19965.610744
18.600000,5,motor_overload,4.613637,57.861237,604.667875,6.776004,19980.952454
18.800000,5,motor_overload,4.482398,58.044023,608.936444,6.727034,19983.097765
19.000000,5,motor_overload,4.504826,58.318684,602.847209,6.726399,20089.897647
19.200000,5,motor_overload,4.582569,58.051696,607.285373,6.770395,20004.929653
19.400000,5,motor_overload,4.349906,58.176577,605.302586,6.738620,20036.505462
19.600000,5,motor_overload,4.373314,57.923412,601.872062,6.794545,20014.716303
19.800000,5,motor_overload,4.637904,57.993119,599.241931,6.736081,20003.271926
20.000000,5,motor_overload,4.293828,57.971147,604.109651,6.783262,19974.611184
20.200000,5,motor_overload,4.430543,58.165538,601.812189,6.753211,19973.785926
20.400000,5,motor_overload,4.389226,58.093823,603.704784,6.781782,19988.579564
20.600000,5,motor_overload,4.644480,58.215576,604.935363,6.701204,20020.806072
20.800000,5,motor_overload,4.467988,58.030842,603.674359,6.755260,20028.372312
21.000000,5,motor_overload,4.264354,58.057343,600.646224,6.800985,19998.964621
21.200000,5,motor_overload,4.456716,58.059828,609.140327,6.706180,20022.283607
21.400000,5,motor_overload,4.460466,58.212868,604.898729,6.682895,19994.358054
21.600000,5,motor_overload,4.484275,57.324135,604.962241,6.796241,19915.088596
21.800000,5,motor_overload,4.343205,58.255521,606.412348,6.695160,19941.872631
22.000000,5,motor_overload,4.218788,57.922832,604.718283,6.660713,19988.201365
22.200000,5,motor_overload,4.853219,58.029996,604.538017,6.821380,20032.242529
22.400000,5,motor_overload,4.585044,58.166036,607.635900,6.775214,19975.258684
22.600000,5,motor_overload,4.447749,57.818611,606.842419,6.743523,20011.560259
22.800000,5,motor_overload,4.081228,58.263059,605.757446,6.725965,20051.072202
23.000000,5,motor_overload,4.345094,57.944224,604.095504,6.738849,19977.171761
23.200000,5,motor_overload,4.568301,57.834704,610.989945,6.718461,19955.849382
23.400000,5,motor_overload,4.685014,57.880601,604.595494,6.802480,20034.075247
23.600000,5,motor_overload,4.440837,58.287156,599.981964,6.761456,20073.222034
23.800000,5,motor_overload,4.784355,58.292138,603.499166,6.836538,19957.480790
24.000000,5,motor_overload,4.543133,57.687386,606.708322,6.745339,19968.770377
24.200000,5,motor_overload,4.270087,58.220338,606.141099,6.762390,19988.332521
24.400000,5,motor_overload,4.449682,57.964396,605.512016,6.694231,20042.699643
24.600000,5,motor_overload,4.371555,57.962394,603.382989,6.719446,20016.002411
24.800000,5,motor_overload,4.490346,58.088910,604.021831,6.750499,20033.935893
25.000000,5,motor_overload,4.501618,57.879995,608.438313,6.784667,20033.627734
25.200000,5,motor_overload,4.407234,58.108222,601.212095,6.710629,19929.663529
25.400000,5,motor_overload,4.567232,57.965964,601.306240,6.733414,20033.756769
25.600000,5,motor_overload,4.578750,58.136216,609.227769,6.749110,19994.896134
25.800000,5,motor_overload,4.720205,57.948157,606.983776,6.730657,20014.038177
26.000000,5,motor_overload,4.586854,57.961712,605.485275,6.675931,19983.133126
26.200000,5,motor_overload,4.737341,57.756933,604.511971,6.784623,19979.234394
26.400000,5,motor_overload,4.568097,57.987437,609.896340,6.718593,20007.101186
26.600000,5,motor_overload,4.759956,57.790340,601.607145,6.724723,20040.546433
26.800000,5,motor_overload,4.466435,58.194538,600.832569,6.762817,20003.871352
27.000000,5,motor_overload,4.415142,58.229539,603.082331,6.623624,19979.681485
27.200000,5,motor_overload,4.395511,57.818979,604.694380,6.766226,20035.954271
27.400000,5,motor_overload,4.668602,58.189983,605.960509,6.703689,20004.184065
27.600000,5,motor_overload,4.455581,57.300812,607.288047,6.795508,19973.865786
27.800000,5,motor_overload,4.489614,57.859786,605.094934,6.744791,20022.411226
28.000000,5,motor_overload,4.479689,57.884699,603.345470,6.757027,20075.143346
28.200000,5,motor_overload,4.869900,57.940303,604.852582,6.714725,19961.715128
28.400000,5,motor_overload,4.621937,57.880446,605.625870,6.760153,20020.878026
28.600000,5,motor_overload,4.524183,58.275651,604.700197,6.732014,19987.115772
28.800000,5,motor_overload,4.440634,58.203904,604.826870,6.724419,19991.617833
29.000000,5,motor_overload,4.647767,58.272887,607.016099,6.693754,20015.291733
29.200000,5,motor_overload,4.344512,58.364282,603.094622,6.752625,19955.840195
29.400000,5,motor_overload,4.509997,57.987727,607.761007,6.756757,20028.066393
29.600000,5,motor_overload,4.418870,58.248201,602.760122,6.746786,19960.795840
29.800000,5,motor_overload,4.585437,58.167356,604.808226,6.745295,19948.587527
30.000000,5,motor_overload,4.214354,58.200084,605.963539,6.759688,20018.207974
30.200000,5,motor_overload,4.741169,58.201952,604.118557,6.727520,19973.072377
30.400000,5,motor_overload,4.548020,58.019890,606.823806,6.748044,19929.387108
30.600000,5,motor_overload,4.614969,57.730521,601.285411,6.781263,20066.945600
30.800000,5,motor_overload,4.560933,57.926637,607.583552,6.800916,20017.404085
31.000000,5,motor_overload,4.606809,57.939706,601.995579,6.657556,20057.979044
31.200000,5,motor_overload,4.353789,58.199842,601.766306,6.672258,20003.789039
31.400000,5,motor_overload,4.663110,57.896857,607.353959,6.763123,20046.151282
31.600000,5,motor_overload,4.583009,58.216481,606.064564,6.754513,19997.461826
31.800000,5,motor_overload,4.723000,58.130381,607.916765,6.679226,19964.759525
32.000000,5,motor_overload,4.655468,57.930926,604.793063,6.782654,19942.626987
32.200000,5,motor_overload,4.755802,57.723078,604.761569,6.755611,19914.796193
32.400000,5,motor_overload,4.469337,58.119129,607.707177,6.727576,20073.154155
32.600000,5,motor_overload,4.405729,58.120786,604.449935,6.740820,20007.260318
32.800000,5,motor_overload,4.551272,57.881047,605.564139,6.774582,19966.388819
33.000000,5,motor_overload,4.440992,57.869155,608.851240,6.707667,19990.994796
33.200000,5,motor_overload,4.276999,57.988728,601.797921,6.787535,19979.691504
33.400000,5,motor_overload,4.262853,57.863166,604.934371,6.718907,20045.555181
33.600000,5,motor_overload,4.318648,58.282481,608.284980,6.728951,20000.911369
33.800000,5,motor_overload,4.512734,57.602927,606.633930,6.829485,20029.056130
34.000000,5,motor_overload,4.295059,57.849045,599.822221,6.814986,19961.772513
34.200000,5,motor_overload,4.271746,58.089911,604.441453,6.732168,20004.407393
34.400000,5,motor_overload,4.732967,57.852360,601.542427,6.691480,20022.844920
34.600000,5,motor_overload,4.494200,58.272561,605.880259,6.784640,19917.590877
34.800000,5,motor_overload,4.528490,58.039585,605.555084,6.780314,19968.447293
35.000000,5,motor_overload,4.482026,57.964791,609.979046,6.756190,19998.918721
35.200000,5,motor_overload,4.448253,57.891468,601.854538,6.728356,20048.545649
35.400000,5,motor_overload,4.762661,57.682782,607.784733,6.748224,19949.877179
35.600000,5,motor_overload,4.628228,57.757796,604.928471,6.679901,20017.509674
35.800000,5,motor_overload,4.326424,57.960078,603.124876,6.738256,19937.651352
36.000000,5,motor_overload,4.597432,58.105763,607.270337,6.775865,20013.121511
36.200000,5,motor_overload,4.679483,58.131806,608.061911,6.756741,20018.817424
36.400000,5,motor_overload,4.400548,58.180255,604.819499,6.761893,19943.052947
36.600000,5,motor_overload,4.575223,58.268393,601.324824,6.667415,20025.495669
36.800000,5,motor_overload,4.703982,58.164927,602.503607,6.764147,20010.805643
37.000000,5,motor_overload,4.372284,58.164047,607.766082,6.766828,20028.957015
37.200000,5,motor_overload,4.489765,58.287389,608.880292,6.794045,19990.387121
37.400000,5,motor_overload,4.614734,58.094416,602.563193,6.762898,19997.847364
37.600000,5,motor_overload,4.660417,57.935273,604.253883,6.787519,19995.324543
37.800000,5,motor_overload,4.580668,58.072462,608.085332,6.704230,20026.333744
38.000000,5,motor_overload,4.720456,57.854099,609.866212,6.750047,19985.664347
38.200000,5,motor_overload,4.609429,57.801428,605.098633,6.780798,19982.617276
38.400000,5,motor_overload,4.537404,58.173311,605.179488,6.728233,19930.153877
38.600000,5,motor_overload,4.439092,57.954670,607.504666,6.809642,19965.873396
38.800000,5,motor_overload,4.516798,58.133849,605.666832,6.667199,20029.479849
39.000000,5,motor_overload,4.669892,58.191443,603.901978,6.733004,20082.557222
39.200000,5,motor_overload,4.564699,57.582535,604.512668,6.755421,19977.772468
39.400000,5,motor_overload,4.343959,57.868670,604.814005,6.786072,20042.340733
39.600000,5,motor_overload,4.505367,58.015415,605.254701,6.818563,19990.293897
39.800000,5,motor_overload,4.366969,58.028544,600.250540,6.734300,20023.571429
40.000000,5,motor_overload,4.268426,57.956356,609.680634,6.795900,20044.908319
40.200000,5,motor_overload,4.639231,58.122216,610.104503,6.753696,20035.122685
40.400000,5,motor_overload,4.300550,58.021891,606.534473,6.771355,19960.950719
40.600000,5,motor_overload,4.403666,57.972515,612.629773,6.744717,19902.673627
40.800000,5,motor_overload,4.559201,58.056719,609.097887,6.706035,19984.107432
41.000000,5,motor_overload,4.588008,58.228132,608.547509,6.795835,19976.650692
41.200000,5,motor_overload,4.605298,58.165400,608.551125,6.634578,19937.253613
41.400000,5,motor_overload,4.589688,58.268566,610.466264,6.754565,19980.235504
41.600000,5,motor_overload,4.494854,58.077050,615.223806,6.691844,19985.314488
41.800000,5,motor_overload,4.449903,58.420296,614.984259,6.702581,19923.172093
42.000000,5,motor_overload,4.684755,58.349847,618.530297,6.739483,19863.675123
42.200000,5,motor_overload,4.590971,58.256273,617.983138,6.725639,19878.209771
42.400000,5,motor_overload,4.684383,58.114872,624.183808,6.724074,19882.612014
42.600000,5,motor_overload,4.776545,58.434652,618.541537,6.733024,19895.571548
42.800000,5,motor_overload,4.615934,58.305107,625.047421,6.702606,19908.417391
43.000000,5,motor_overload,4.747171,58.738470,619.525071,6.669930,19924.653743
43.200000,5,motor_overload,4.762643,58.495458,625.137133,6.654440,19866.969911
43.400000,5,motor_overload,4.448673,58.275047,628.723330,6.736383,19857.552376
43.600000,5,motor_overload,4.596345,58.394883,633.212716,6.647238,19877.409729
43.800000,5,motor_overload,4.835260,58.678286,631.689290,6.673930,19883.320147
44.000000,5,motor_overload,4.712959,58.839830,631.407832,6.615306,19840.999524
44.200000,5,motor_overload,5.008270,58.622621,638.436503,6.619034,19854.747304
44.400000,5,motor_overload,5.113556,58.909457,635.405525,6.623739,19739.457266
44.600000,5,motor_overload,4.883447,58.853515,641.912746,6.559055,19796.006057
44.800000,5,motor_overload,5.189997,58.909359,643.099264,6.652406,19781.024778
45.000000,5,motor_overload,5.304394,58.911210,642.114750,6.662801,19854.180141
45.200000,5,motor_overload,5.390697,58.922580,644.028366,6.636562,19861.612822
45.400000,5,motor_overload,5.058394,59.242333,651.827449,6.666155,19753.062646
45.600000,5,motor_overload,5.235941,59.341712,656.717398,6.557966,19764.989636
45.800000,5,motor_overload,5.258053,59.351118,650.438655,6.560822,19667.373918
46.000000,5,motor_overload,5.103692,59.473732,654.640661,6.599263,19713.634103
46.200000,5,motor_overload,5.340768,59.490308,662.649094,6.581631,19678.301778
46.400000,5,motor_overload,5.315064,59.569634,658.921616,6.629386,19716.186041
46.600000,5,motor_overload,5.222478,59.593572,663.430148,6.566641,19702.957762
46.800000,5,motor_overload,5.462408,59.786961,657.012942,6.496113,19715.434151
47.000000,5,motor_overload,5.368464,59.432969,666.539773,6.457781,19622.629288
47.200000,5,motor_overload,5.223798,59.992286,673.159047,6.574101,19706.686182
47.400000,5,motor_overload,5.373051,60.013068,673.040702,6.531900,19716.633785
47.600000,5,motor_overload,5.629187,59.773620,667.924229,6.603664,19642.871920
47.800000,5,motor_overload,5.332870,60.392913,670.743946,6.525330,19675.027215
48.000000,5,motor_overload,5.510231,60.253772,674.173637,6.496853,19662.945124
48.200000,5,motor_overload,5.534478,60.060219,675.550844,6.506347,19661.812443
48.400000,5,motor_overload,5.607696,60.369758,679.904381,6.424324,19591.192652
48.600000,5,motor_overload,5.560809,60.541339,681.564770,6.480344,19546.298811
48.800000,5,motor_overload,5.697370,60.221459,679.275033,6.465302,19633.656314
49.000000,5,motor_overload,5.671312,60.379208,684.906115,6.525446,19584.160037
49.200000,5,motor_overload,5.777952,60.389522,688.493189,6.455378,19559.110567
49.400000,5,motor_overload,5.467958,60.451017,690.585758,6.440663,19560.865560
49.600000,5,motor_overload,5.794701,60.788110,690.987365,6.468610,19545.667776
49.800000,5,motor_overload,5.730038,60.644045,693.571476,6.440258,19483.870641
50.000000,5,motor_overload,5.665856,61.091059,694.449502,6.498956,19572.084984
50.200000,5,motor_overload,5.630471,60.679932,696.934834,6.469355,19506.323620
50.400000,5,motor_overload,5.771683,60.906695,692.197911,6.494627,19477.285718
50.600000,5,motor_overload,5.702741,60.885720,700.153903,6.495631,19541.566937
50.800000,5,motor_overload,5.925165,61.092734,698.632548,6.444799,19483.474753
51.000000,5,motor_overload,5.854352,61.154848,701.945646,6.479481,19543.226789
51.200000,5,motor_overload,5.757136,60.921307,700.899386,6.445451,19488.906903
51.400000,5,motor_overload,6.047347,61.012473,704.605744,6.376838,19587.856954
51.600000,5,motor_overload,5.897595,61.589341,708.342018,6.436347,19384.387547
51.800000,5,motor_overload,5.966039,61.435698,702.059630,6.394015,19408.047138
52.000000,5,motor_overload,6.023602,61.808085,703.452008,6.440885,19458.833524
52.200000,5,motor_overload,5.927119,61.779754,708.006007,6.434415,19438.848193
52.400000,5,motor_overload,5.921329,61.579153,708.976425,6.454178,19431.087691
52.600000,5,motor_overload,6.275399,62.048860,707.824877,6.396341,19428.506520
52.800000,5,motor_overload,6.045187,62.101725,713.644511,6.350282,19443.816366
53.000000,5,motor_overload,6.097115,61.807014,711.594351,6.412732,19448.496079
53.200000,5,motor_overload,6.100780,61.931132,711.591950,6.435418,19463.118732
53.400000,5,motor_overload,5.987364,61.926717,712.200896,6.397898,19384.969166
53.600000,5,motor_overload,6.424350,62.055118,714.443420,6.462783,19374.944640
53.800000,5,motor_overload,5.856821,62.269908,716.285820,6.403034,19405.006910
54.000000,5,motor_overload,6.337320,62.602267,720.933318,6.388632,19441.212436
54.200000,5,motor_overload,6.363858,62.275627,717.358780,6.361937,19389.452687
54.400000,5,motor_overload,6.089980,62.390481,725.571440,6.308254,19319.925414
54.600000,5,motor_overload,6.157399,62.810125,723.871552,6.414972,19397.665088
54.800000,5,motor_overload,6.145378,62.457875,723.753279,6.395002,19399.767245
55.000000,5,motor_overload,6.257454,63.203170,726.963991,6.404629,19438.170728
55.200000,5,motor_overload,6.075454,62.578563,720.282693,6.314537,19280.157491
55.400000,5,motor_overload,6.413380,62.600917,725.088522,6.378518,19382.156920
55.600000,5,motor_overload,6.380937,63.419171,724.158381,6.387129,19346.757335
55.800000,5,motor_overload,6.406124,62.811788,724.472046,6.331149,19376.423840
56.000000,5,motor_overload,6.372690,63.359729,728.131610,6.298327,19385.138826
56.200000,5,motor_overload,6.542509,63.192778,727.819006,6.361864,19392.121973
56.400000,5,motor_overload,6.290160,63.426664,729.866029,6.393880,19272.680751
56.600000,5,motor_overload,6.105073,63.808137,729.276216,6.327732,19374.826625
56.800000,5,motor_overload,6.222198,63.377657,736.972890,6.434272,19325.216284
57.000000,5,motor_overload,6.347447,63.540625,730.291683,6.452306,19382.224784
57.200000,5,motor_overload,6.517027,63.196633,733.687225,6.318017,19285.428182
57.400000,5,motor_overload,6.403051,63.821331,739.346826,6.369995,19345.600424
57.600000,5,motor_overload,6.468466,63.787716,736.704475,6.380698,19368.508675
57.800000,5,motor_overload,6.439125,63.876863,730.816830,6.317689,19301.737950
58.000000,5,motor_overload,6.558447,63.765073,737.551265,6.299516,19272.754432
58.200000,5,motor_overload,6.534778,63.964407,736.438897,6.309738,19276.549414
58.400000,5,motor_overload,6.314940,64.212357,739.436811,6.286126,19289.324763
58.600000,5,motor_overload,6.388278,64.101888,742.581528,6.257469,19330.127784
58.800000,5,motor_overload,6.439212,64.379469,735.224713,6.320577,19304.185790
59.000000,5,motor_overload,6.612010,64.247998,737.116086,6.331820,19306.332015
59.200000,5,motor_overload,6.616869,64.140991,741.278635,6.279728,19199.915443
59.400000,5,motor_overload,6.604535,64.356534,736.528262,6.367530,19256.354196
59.600000,5,motor_overload,6.774778,64.527696,746.387830,6.330331,19316.738527
59.800000,5,motor_overload,6.626918,64.709638,739.318848,6.360789,19311.047166
60.000000,5,motor_overload,6.606507,64.575571,742.223420,6.341443,19252.759099
60.200000,5,motor_overload,6.583009,64.759312,735.091901,6.301546,19286.109279
60.400000,5,motor_overload,6.626108,64.775739,739.616126,6.347443,19287.131940
60.600000,5,motor_overload,6.518631,65.006155,737.270866,6.281214,19254.936486
60.800000,5,motor_overload,6.488077,64.925567,745.791647,6.337287,19243.401337
61.000000,5,motor_overload,6.430607,65.081262,744.391078,6.326577,19298.739184
61.200000,5,motor_overload,6.466797,65.146656,742.990152,6.368637,19249.220933
61.400000,5,motor_overload,6.408742,65.172761,743.484447,6.395269,19296.774973
61.600000,5,motor_overload,6.575598,65.376654,745.789606,6.300502,19257.967415
61.800000,5,motor_overload,6.696298,65.598387,740.543955,6.321171,19245.804464
62.000000,5,motor_overload,6.753078,65.272971,741.038496,6.273872,19266.008922
62.200000,5,motor_overload,6.578005,65.083353,741.090160,6.247492,19194.000551
62.400000,5,motor_overload,6.583919,64.977187,744.497383,6.318872,19255.615857
62.600000,5,motor_overload,6.594489,65.584412,751.114566,6.267330,19173.563446
62.800000,5,motor_overload,6.561279,65.712993,741.291253,6.315405,19230.682922
63.000000,5,motor_overload,6.577908,66.028915,748.298421,6.316238,19195.149372
63.200000,5,motor_overload,6.529707,65.509263,746.278013,6.329317,19190.007869
63.400000,5,motor_overload,6.587308,65.949719,749.191170,6.295882,19221.137821
63.600000,5,motor_overload,6.690718,66.023599,749.593561,6.291180,19168.733191
63.800000,5,motor_overload,6.584962,65.958271,746.982216,6.267902,19263.219188
64.000000,5,motor_overload,6.667064,66.145540,751.913884,6.192268,19192.384599
64.200000,5,motor_overload,6.672344,66.008288,753.628543,6.248046,19273.918527
64.400000,5,motor_overload,6.891716,66.232867,750.909670,6.319587,19187.227801
64.600000,5,motor_overload,7.012531,66.580785,752.078771,6.281621,19241.684042
64.800000,5,motor_overload,6.660565,66.270971,754.782369,6.329536,19215.390944
65.000000,5,motor_overload,6.904501,66.092523,755.267196,6.284507,19192.124397
65.200000,5,motor_overload,6.720365,66.065424,752.412996,6.311879,19221.474081
65.400000,5,motor_overload,6.570136,66.500596,750.401790,6.255532,19201.453925
65.600000,5,motor_overload,6.611660,66.586530,746.719470,6.267345,19226.624157
65.800000,5,motor_overload,6.806138,66.725684,747.338837,6.259793,19186.188148
66.000000,5,motor_overload,6.877065,66.600184,746.924411,6.353538,19232.031059
66.200000,5,motor_overload,6.775076,66.527471,750.862656,6.228735,19139.077030
66.400000,5,motor_overload,6.624971,66.617983,749.534619,6.234436,19248.479675
66.600000,5,motor_overload,6.903653,66.750089,758.507059,6.267592,19273.332630
66.800000,5,motor_overload,6.878105,66.533064,745.357872,6.286429,19188.259329
67.000000,5,motor_overload,6.585208,67.000898,755.443552,6.331746,19178.363358
67.200000,5,motor_overload,6.797420,67.121772,751.844690,6.322039,19183.009245
67.400000,5,motor_overload,6.744586,67.053851,746.851957,6.315933,19184.534340
67.600000,5,motor_overload,7.000444,67.124308,759.196139,6.308958,19134.294128
67.800000,5,motor_overload,6.697626,67.232000,751.422845,6.288771,19156.838315
68.000000,5,motor_overload,6.804987,67.362965,758.537481,6.307191,19220.102572
68.200000,5,motor_overload,6.908053,67.307455,754.261893,6.307295,19145.525412
68.400000,5,motor_overload,6.735750,67.312359,751.609925,6.243964,19195.886440
68.600000,5,motor_overload,6.752077,67.268856,754.543600,6.272237,19254.822894
68.800000,5,motor_overload,6.815857,67.614049,747.890008,6.315625,19231.597524
69.000000,5,motor_overload,6.999340,67.284009,752.028680,6.277194,19113.451022
69.200000,5,motor_overload,7.015999,67.547144,753.810307,6.221507,19138.970841
69.400000,5,motor_overload,6.840340,67.499141,756.430975,6.246708,19097.911244
69.600000,5,motor_overload,6.826086,67.911174,754.052521,6.287469,19244.495010
69.800000,5,motor_overload,6.654800,67.535546,758.253866,6.324820,19166.524649
70.000000,5,motor_overload,6.634682,67.791787,755.161168,6.257201,19187.348789
70.200000,5,motor_overload,6.938874,67.407658,758.466393,6.218500,19165.918676
70.400000,5,motor_overload,6.701318,67.704240,754.158505,6.306763,19205.306737
70.600000,5,motor_overload,6.834040,67.760763,756.573395,6.258302,19121.456427
70.800000,5,motor_overload,6.920522,67.727172,752.607630,6.279405,19178.600596
71.000000,5,motor_overload,6.750630,67.828998,753.895911,6.285232,19180.650516
71.200000,5,motor_overload,6.772995,68.022815,758.022947,6.276065,19215.052858
