t,mode_code,mode_label,V,Tb,I,H,Q
8.400000,1,normal,4.225688,57.731722,608.614320,6.692286,19946.431278
8.600000,1,normal,4.670199,57.806376,602.608976,6.697436,20018.398157
8.800000,1,normal,4.558944,58.124463,606.599090,6.814121,19979.622152
9.000000,1,normal,4.457912,58.238824,608.746047,6.717071,20005.943852
9.200000,1,normal,4.416189,58.078771,601.596297,6.739153,20007.106340
9.400000,1,normal,4.402233,57.833934,602.431719,6.766217,20016.615298
9.600000,1,normal,4.502661,58.031226,605.685441,6.786469,19998.540948
9.800000,1,normal,4.728739,57.923184,605.552328,6.732322,20018.631467
10.000000,1,normal,4.521106,57.919094,604.399462,6.770057,19976.161031
10.200000,1,normal,4.428693,58.188808,601.162413,6.745289,20024.365547
10.400000,1,normal,4.298204,58.093649,608.646076,6.734498,20024.610983
10.600000,1,normal,4.307587,58.274344,600.747257,6.750641,20003.979389
10.800000,1,normal,4.758804,58.078960,604.935870,6.782474,20023.497899
11.000000,1,normal,4.321570,57.989437,601.722984,6.689738,20054.152645
11.200000,1,normal,4.476071,57.718747,606.301091,6.719039,19926.020970
11.400000,1,normal,4.307555,58.084411,605.079509,6.706130,19960.229713
11.600000,1,normal,4.361649,58.029799,610.063705,6.752574,20011.114621
11.800000,1,normal,4.473687,58.016268,604.554096,6.789981,19994.089226
12.000000,1,normal,4.474792,58.338037,602.268707,6.779853,20020.373373
12.200000,1,normal,4.348899,58.028039,608.376814,6.673316,20037.199331
12.400000,1,normal,4.562760,58.151450,607.629892,6.791614,19982.674283
12.600000,1,normal,4.485465,57.793453,608.284833,6.801174,20018.434996
12.800000,1,normal,4.731050,57.865455,607.900108,6.755469,20037.595258
13.000000,1,normal,4.530194,58.317161,602.498341,6.759988,20069.823505
13.200000,1,normal,4.336094,57.956842,603.069422,6.817580,19979.443804
13.400000,1,normal,4.453311,57.990969,601.484097,6.792826,19960.756492
13.600000,1,normal,4.452640,57.885675,602.626436,6.765620,20005.743881
13.800000,1,normal,4.346624,57.957780,602.678130,6.784123,19996.514262
14.000000,1,normal,4.370504,58.078046,602.463218,6.841869,19977.684017
14.200000,1,normal,4.691646,58.051245,607.880499,6.691019,20002.554463
14.400000,1,normal,4.561412,58.492451,602.280474,6.711706,19962.376857
14.600000,1,normal,4.538865,58.194128,605.384327,6.734549,19939.966814
14.800000,1,normal,4.490889,58.185825,602.813460,6.742075,20026.879251
15.000000,1,normal,4.451401,58.236777,605.206631,6.708707,20055.853971
15.200000,1,normal,4.493043,58.026155,602.110790,6.731066,19999.238199
15.400000,1,normal,4.282924,57.681853,599.798516,6.759482,20048.156367
15.600000,1,normal,4.270439,58.165992,601.543368,6.778190,20040.097919
15.800000,1,normal,4.359637,58.196541,605.188621,6.661798,20035.899901
16.000000,1,normal,4.591701,58.183279,608.229221,6.768530,20001.871408
16.200000,1,normal,4.311592,57.947524,600.287685,6.797133,20036.924274
16.400000,1,normal,4.591675,57.756168,602.499022,6.733753,19981.367819
16.600000,1,normal,4.448069,58.206595,605.093108,6.776443,19976.413744
16.800000,1,normal,4.490220,58.166159,606.056075,6.810285,19943.146973
17.000000,1,normal,4.456985,57.938317,603.637185,6.816047,20021.155181
17.200000,1,normal,4.625767,57.885483,608.390181,6.740336,20005.712320
17.400000,1,normal,4.552065,57.961283,609.743274,6.704316,19987.286736
17.600000,1,normal,4.610320,58.101999,606.953904,6.758846,20064.031987
17.800000,1,normal,4.682526,57.941220,605.870170,6.773866,20053.494801
18.000000,1,normal,4.689321,57.851246,606.923516,6.784839,20036.596464
18.200000,1,normal,4.521444,57.992006,605.622264,6.707404,19964.573947
18.400000,1,normal,4.648448,57.966407,610.369731,6.766060,19961.368660
18.600000,1,normal,4.506493,58.400141,603.775658,6.729347,19943.355182
18.800000,1,normal,4.537863,57.898037,607.600462,6.704131,20017.007743
19.000000,1,normal,4.589247,58.037222,605.992596,6.679247,20027.774929
19.200000,1,normal,4.629101,58.004068,605.303340,6.728468,19979.960614
19.400000,1,normal,4.647778,57.847001,599.558139,6.745507,19970.096197
19.600000,1,normal,4.538725,58.112320,605.060814,6.772924,19989.314110
19.800000,1,normal,4.273154,57.925292,608.330725,6.700437,19940.607106
20.000000,1,normal,4.307342,58.457826,601.683037,6.720731,20040.586101
20.200000,1,normal,4.286980,58.272667,602.590924,6.745891,19966.368616
20.400000,1,normal,4.603319,57.533752,605.410354,6.684284,20018.122741
20.600000,1,normal,4.331193,57.882340,606.779551,6.746958,20037.306196
20.800000,1,normal,4.436010,57.463105,604.294462,6.745201,20024.242686
21.000000,1,normal,4.509096,58.118278,600.769731,6.761718,19917.189832
21.200000,1,normal,4.627528,58.053795,607.180981,6.754767,19968.649832
21.400000,1,normal,4.634278,57.840014,601.212088,6.787799,19965.477632
21.600000,1,normal,4.403904,57.707843,605.611471,6.726452,19991.393872
21.800000,1,normal,4.740784,57.978154,598.679779,6.706562,20041.355285
22.000000,1,normal,4.371848,58.471546,605.962031,6.804568,20028.385003
22.200000,1,normal,4.124218,57.929652,606.942507,6.819724,19916.331139
22.400000,1,normal,4.517001,57.864612,612.773319,6.771160,20022.545541
22.600000,1,normal,4.404141,58.123090,599.520984,6.676970,19977.797887
22.800000,1,normal,4.466359,58.251861,604.974713,6.835403,20005.236064
23.000000,1,normal,4.242571,58.247676,609.318930,6.683515,20042.599846
23.200000,1,normal,4.344469,57.987262,600.095643,6.766182,20006.065099
23.400000,1,normal,4.811223,58.223073,605.877532,6.756728,20054.915718
23.600000,1,normal,4.368870,58.062875,603.295207,6.726067,19982.806126
23.800000,1,normal,4.480545,58.152970,605.531132,6.696782,20102.175956
24.000000,1,normal,4.504995,58.185653,603.660457,6.685030,19934.786697
24.200000,1,normal,4.491081,57.826656,605.996294,6.787147,19954.638550
24.400000,1,normal,4.397130,57.933430,606.093325,6.727201,19979.355350
24.600000,1,normal,4.695699,58.185027,605.749137,6.734051,20028.126850
24.800000,1,normal,4.583174,57.929825,606.526032,6.733358,19966.650445
25.000000,1,normal,4.490096,57.756612,606.782857,6.787347,19960.297400
25.200000,1,normal,4.679203,57.877081,608.178318,6.751141,20048.944532
25.400000,1,normal,4.479542,57.871974,601.894279,6.675330,19994.757899
25.600000,1,normal,4.471260,58.015954,607.456802,6.778991,19935.165010
25.800000,1,normal,4.406132,58.346328,610.879245,6.727728,20016.420634
26.000000,1,normal,4.773914,57.926889,606.103390,6.740563,20011.425663
26.200000,1,normal,4.157635,57.812385,607.465545,6.735517,19986.676715
26.400000,1,normal,4.634913,58.062975,605.396755,6.684022,20045.488882
26.600000,1,normal,4.264484,57.937292,606.746087,6.766786,20072.944248
26.800000,1,normal,4.590251,57.747675,602.498624,6.763016,19956.121929
27.000000,1,normal,4.260097,58.130259,605.095133,6.779234,19927.789450
27.200000,1,normal,4.466471,58.060513,605.713472,6.811275,20031.452823
27.400000,1,normal,4.387926,58.153366,603.209037,6.738981,19964.474663
27.600000,1,normal,4.577009,58.311503,604.316777,6.750095,19937.838835
27.800000,1,normal,4.525128,58.156409,598.046511,6.721018,19950.108012
28.000000,1,normal,4.379797,57.627860,605.828985,6.758900,19986.303797
28.200000,1,normal,4.485258,57.625092,608.332123,6.740773,19967.259319
28.400000,1,normal,4.332505,57.688627,606.824756,6.762074,19991.412128
28.600000,1,normal,4.538381,57.944216,601.834246,6.756827,19956.647467
28.800000,1,normal,4.621468,57.751539,604.743685,6.769085,19993.021543
29.000000,1,normal,5.005937,58.041811,603.422693,6.757736,19982.630169
29.200000,1,normal,4.542797,58.082923,607.110934,6.808451,20050.031876
29.400000,1,normal,4.461466,57.914245,602.786583,6.815412,20003.560914
29.600000,1,normal,4.274627,58.309401,605.281389,6.743411,20030.574843
29.800000,1,normal,4.414603,58.095526,603.418861,6.752227,20069.954885
30.000000,1,normal,4.718918,57.784510,602.539917,6.707294,20014.958767
30.200000,1,normal,4.779221,57.858246,604.270522,6.667660,19973.459066
30.400000,1,normal,4.539358,57.951456,603.202944,6.804958,19973.165675
30.600000,1,normal,4.644715,58.403218,610.655169,6.727912,19995.038834
30.800000,1,normal,4.309503,58.086122,605.517573,6.687297,19968.274835
31.000000,1,normal,4.496298,57.849205,605.935809,6.764771,20037.587904
31.200000,1,normal,4.823509,58.001600,607.988240,6.766526,19947.706160
31.400000,1,normal,4.521725,58.100199,604.390153,6.695730,20064.123250
31.600000,1,normal,4.334810,58.062340,600.658599,6.707814,20002.625746
31.800000,1,normal,4.709286,57.875607,608.238850,6.739290,20049.731846
32.000000,1,normal,4.211209,57.743638,605.250819,6.781523,19988.963437
32.200000,1,normal,4.233833,57.933432,604.115927,6.727140,19995.732168
32.400000,1,normal,4.460845,57.924803,611.743617,6.707452,20026.370384
32.600000,1,normal,4.394441,57.710947,608.356278,6.711721,19945.727226
32.800000,1,normal,4.521735,57.859246,602.937178,6.715687,19960.310930
33.000000,1,normal,4.515526,57.913944,602.636785,6.791985,19959.839103
33.200000,1,normal,4.734302,57.775043,606.413413,6.844283,19939.813233
33.400000,1,normal,4.103183,58.483428,599.933187,6.775693,20022.441513
33.600000,1,normal,4.436404,58.136317,605.435568,6.631545,19984.438193
33.800000,1,normal,4.721930,58.072929,605.788732,6.776438,20043.336591
34.000000,1,normal,4.511766,57.803953,597.573648,6.861865,20018.145510
34.200000,1,normal,4.550063,57.819235,606.081143,6.805389,20017.040673
34.400000,1,normal,4.500832,57.903106,604.938272,6.768352,19988.617192
34.600000,1,normal,4.309318,58.040982,602.065670,6.750743,19996.166424
34.800000,1,normal,4.779363,57.892357,602.904285,6.787926,20001.239139
35.000000,1,normal,4.221852,58.245376,606.668337,6.707753,19972.205753
35.200000,1,normal,4.383482,58.128043,603.449440,6.760769,20048.923194
35.400000,1,normal,4.386641,58.296248,605.412961,6.762661,20003.270990
35.600000,1,normal,4.390263,58.137855,605.615818,6.758271,19984.268954
35.800000,1,normal,4.554539,57.938493,606.091147,6.762514,20037.869689
36.000000,1,normal,4.538330,58.145367,606.973760,6.711603,20005.954230
36.200000,1,normal,4.597769,58.040356,603.328352,6.711139,20016.998113
36.400000,1,normal,4.674412,57.792337,604.760091,6.717515,20009.114320
36.600000,1,normal,4.757491,58.151902,602.921808,6.780215,19973.529831
36.800000,1,normal,4.768752,57.980638,607.953459,6.770199,20014.338546
37.000000,1,normal,4.708376,58.169358,609.881180,6.747957,19985.794144
37.200000,1,normal,4.513135,58.384718,603.643765,6.692511,19974.586274
37.400000,1,normal,4.396218,58.360507,604.384639,6.740445,20036.336940
37.600000,1,normal,4.532879,58.140225,603.477461,6.698702,19978.118035
37.800000,1,normal,4.675895,58.092640,604.963092,6.730802,19999.949030
38.000000,1,normal,4.516787,57.863164,604.947686,6.745201,20022.517423
38.200000,1,normal,4.359892,58.353759,612.149873,6.776987,19977.286606
38.400000,1,normal,4.588249,57.722619,608.274768,6.703157,20032.769423
38.600000,1,normal,4.291953,57.605819,603.058185,6.728067,20002.037243
38.800000,1,normal,4.413575,57.998262,605.277301,6.770012,19889.122673
39.000000,1,normal,4.618102,58.311297,607.422908,6.719619,20001.755992
39.200000,1,normal,4.523814,58.167532,598.804212,6.771163,20039.169967
39.400000,1,normal,4.667119,58.142663,604.673406,6.734773,19999.135673
39.600000,1,normal,4.398989,57.848265,603.144333,6.816498,20005.723268
39.800000,1,normal,4.777342,58.109504,606.562462,6.771888,20101.840829
40.000000,1,normal,4.572055,58.104989,604.776958,6.725371,19928.935716
40.200000,1,normal,4.647658,58.052476,606.801799,6.781210,19996.969490
40.400000,1,normal,4.387614,57.853726,602.207244,6.717351,19996.720871
40.600000,1,normal,4.704166,57.792303,604.708506,6.792951,19920.140714
40.800000,1,normal,4.595405,58.025932,607.571461,6.729056,20024.876455
41.000000,1,normal,4.350827,57.763760,600.858605,6.681959,20025.190983
41.200000,1,normal,4.549137,58.048636,607.928797,6.764334,19937.027213
41.400000,1,normal,4.374769,58.012666,601.482127,6.689854,20058.697323
41.600000,1,normal,4.632558,58.215473,604.342746,6.746616,19944.238589
41.800000,1,normal,4.648279,57.808590,606.359697,6.842824,20040.968656
42.000000,1,normal,4.476683,57.596211,602.944770,6.743949,20044.132307
42.200000,1,normal,4.559794,57.808276,607.759957,6.763074,20020.386810
42.400000,1,normal,4.180966,58.172677,600.343086,6.839465,19934.253839
42.600000,1,normal,4.369496,57.801247,610.136862,6.790226,19979.986728
42.800000,1,normal,4.527667,57.984972,609.039051,6.811817,20013.525861
43.000000,1,normal,4.626564,57.827942,603.019874,6.724276,19961.607966
43.200000,1,normal,4.575992,58.179145,607.018872,6.642771,20008.428774
43.400000,1,normal,4.244956,57.812043,603.724292,6.767141,20000.195274
43.600000,1,normal,4.398675,58.078709,601.793694,6.785318,19978.919066
43.800000,1,normal,4.346266,57.671237,604.996858,6.798884,20088.031852
44.000000,1,normal,4.487797,58.101429,602.956900,6.729896,20029.437524
44.200000,1,normal,4.511310,58.184449,608.048752,6.814605,20024.669390
44.400000,1,normal,4.596716,58.148657,606.255548,6.725239,19984.408143
44.600000,1,normal,4.502989,57.768737,607.177372,6.734211,20042.197921
44.800000,1,normal,4.552414,57.994096,602.160808,6.717175,19976.566306
45.000000,1,normal,4.240427,57.949791,605.748827,6.742674,20028.027657
45.200000,1,normal,4.543366,58.151507,605.726949,6.768364,19962.613345
45.400000,1,normal,4.517662,58.041408,600.717965,6.769845,20054.112530
45.600000,1,normal,4.409377,58.013199,605.428493,6.790014,20046.263679
45.800000,1,normal,4.401569,58.078656,603.505176,6.735563,20068.118316
46.000000,1,normal,4.553958,58.378949,599.573472,6.800289,19929.475104
46.200000,1,normal,4.525341,58.068900,601.680916,6.747818,20016.781229
46.400000,1,normal,4.561887,57.906912,600.561092,6.693005,19988.533548
46.600000,1,normal,4.457526,57.711797,600.571181,6.738151,19975.895512
46.800000,1,normal,4.648266,58.101677,607.860788,6.862635,19923.347972
47.000000,1,normal,4.211892,58.202587,605.359578,6.802540,19963.424854
47.200000,1,normal,4.212516,57.866389,601.444427,6.805150,20040.856018
47.400000,1,normal,4.520679,57.829964,605.089727,6.786664,19994.388027
47.600000,1,normal,4.462855,57.860444,600.912612,6.788476,19995.717237
47.800000,1,normal,4.490514,58.219912,606.169432,6.746619,19999.082300
48.000000,1,normal,4.528213,57.851123,607.784744,6.662395,19899.445277
48.200000,1,normal,4.577780,58.224029,607.621084,6.741323,19972.073397
48.400000,1,normal,4.619679,57.713588,601.142972,6.847348,19955.847946
48.600000,1,normal,4.598065,57.990471,610.385140,6.742606,20060.625745
48.800000,1,normal,4.462525,57.782848,606.480449,6.782415,19937.258365
49.000000,1,normal,4.522688,57.895194,600.582240,6.751533,20024.980610
49.200000,1,normal,4.646325,58.353721,603.921064,6.759869,20044.766205
49.400000,1,normal,4.494731,58.134030,604.894588,6.771352,20041.740102
49.600000,1,normal,4.409553,58.126655,607.866738,6.751647,19928.649608
49.800000,1,normal,4.669113,57.963175,602.286385,6.777618,19956.930337
50.000000,1,normal,4.689263,57.751967,601.592195,6.782802,19943.524481
50.200000,1,normal,4.399230,58.079980,611.114069,6.773162,20033.809027
50.400000,1,normal,4.500925,57.837908,604.596487,6.706646,19993.812108
50.600000,1,normal,4.756852,58.024725,599.999769,6.774230,20078.194284
50.800000,1,normal,4.654926,57.728434,604.037303,6.811570,19935.582299
51.000000,1,normal,4.618556,57.828047,608.641197,6.764430,20064.796317
51.200000,1,normal,4.379437,57.702768,605.980120,6.684266,20031.990541
51.400000,1,normal,4.455002,58.086578,609.396240,6.796851,20019.137258
51.600000,1,normal,4.533572,58.270711,605.827735,6.750572,20033.074969
51.800000,1,normal,4.826401,58.038715,607.151563,6.734852,20020.876373
52.000000,1,normal,4.320694,58.126395,605.105522,6.704389,20040.664898
52.200000,1,normal,4.567367,57.972581,599.600918,6.738480,20086.944366
52.400000,1,normal,4.412479,57.915306,603.586696,6.741077,19964.075770
52.600000,1,normal,4.460263,58.109966,606.483187,6.713109,19977.064543
52.800000,1,normal,4.562647,57.482082,605.174269,6.663674,19979.730251
53.000000,1,normal,4.443179,57.790709,605.404958,6.725958,19953.877720
53.200000,1,normal,4.386629,58.037952,601.856821,6.727987,20077.884219
53.400000,1,normal,4.734625,57.856628,599.549975,6.685649,20010.387488
53.600000,1,normal,4.226262,58.170864,606.151426,6.723330,19923.743933
53.800000,1,normal,4.566931,57.756496,608.391059,6.751002,20001.483207
54.000000,1,normal,4.410699,57.811565,606.607186,6.739753,20011.041149
54.200000,1,normal,4.592437,57.704776,606.190671,6.777962,19953.670432
54.400000,1,normal,4.521181,58.085104,612.742454,6.748010,19947.970844
54.600000,1,normal,4.359228,57.887154,603.054064,6.710866,19989.565110
54.800000,1,normal,4.454919,58.112311,601.715727,6.737160,19944.244661
55.000000,1,normal,4.483652,57.881970,605.456430,6.710854,19995.837574
55.200000,1,normal,4.470284,57.839830,607.053929,6.748958,19964.432206
55.400000,1,normal,4.452082,57.955741,607.811380,6.780822,19955.397132
55.600000,1,normal,4.747022,58.045114,602.444663,6.721417,19929.826519
55.800000,1,normal,4.497940,58.488677,601.738479,6.739520,20145.926736
56.000000,1,normal,4.519998,58.044516,607.528788,6.752486,19968.479164
56.200000,1,normal,4.676266,58.188875,608.906902,6.695567,19958.220397
56.400000,1,normal,4.573498,57.935569,605.155067,6.742587,20004.447731
56.600000,1,normal,4.361729,58.442968,601.721684,6.742765,20043.121956
56.800000,1,normal,4.359326,57.670551,604.936458,6.710008,19868.026994
57.000000,1,normal,4.527878,58.029898,604.897394,6.730307,20020.957829
57.200000,1,normal,4.386616,57.969748,607.585017,6.769318,20058.381668
57.400000,1,normal,4.641496,57.704005,602.974257,6.744647,19955.008888
57.600000,1,normal,4.694960,57.554348,603.551857,6.755440,19988.602483
57.800000,1,normal,4.576978,58.256764,605.434536,6.755205,19988.873239
58.000000,1,normal,4.518553,57.906289,606.157898,6.672315,20017.628249
58.200000,1,normal,4.422112,57.742937,603.814903,6.798245,20022.472452
58.400000,1,normal,4.573919,57.921396,605.623840,6.788776,19980.430940
58.600000,1,normal,4.653026,58.186203,605.904341,6.753815,19973.382871
58.800000,1,normal,4.616833,58.280899,607.450428,6.784471,19982.112162
59.000000,1,normal,4.639274,57.702937,603.332211,6.729996,20068.185293
59.200000,1,normal,4.493636,58.045516,604.120190,6.799169,20021.945270
59.400000,1,normal,4.380223,58.288928,605.755076,6.764440,20064.346727
59.600000,1,normal,4.416815,57.822836,602.902979,6.743372,20083.421738
59.800000,1,normal,4.454822,58.149131,602.682348,6.730150,19947.379612
60.000000,1,normal,4.691484,57.854672,606.448170,6.769121,19988.397306
60.200000,1,normal,4.719716,57.540355,606.673444,6.677477,20028.517063
60.400000,1,normal,4.372900,58.221724,605.166212,6.700511,20037.788366
60.600000,1,normal,4.440346,58.387407,600.321822,6.779912,19961.371293
60.800000,1,normal,4.369977,57.852080,605.865480,6.716453,19945.805090
61.000000,1,normal,4.525959,57.948081,607.807277,6.771084,20006.681328
61.200000,1,normal,4.413736,58.197657,603.407734,6.792711,20044.737108
61.400000,1,normal,4.391903,58.167127,608.879318,6.795222,19970.054394
61.600000,1,normal,4.520622,57.947417,605.030512,6.766361,19975.877337
61.800000,1,normal,4.537756,58.367862,604.232801,6.780498,19946.107296
62.000000,1,normal,4.379515,57.765227,611.615712,6.684736,19946.063119
62.200000,1,normal,4.541120,58.110610,598.681379,6.769272,19943.931999
62.400000,1,normal,4.755992,57.945777,598.993152,6.742050,19945.403959
62.600000,1,normal,4.301829,57.927243,598.428542,6.811954,20024.904657
62.800000,1,normal,4.649547,57.882737,607.289286,6.724788,20027.515979
63.000000,1,normal,4.231438,57.938756,604.103803,6.749652,19949.474906
63.200000,1,normal,4.146578,57.869522,600.870944,6.657629,20025.224444
63.400000,1,normal,4.490026,58.137854,603.142314,6.743644,19998.884865
63.600000,1,normal,4.591907,58.216323,605.091142,6.728643,20002.440235
63.800000,1,normal,4.425154,58.120379,605.944680,6.833048,19990.561296
64.000000,1,normal,4.560306,58.346467,601.822718,6.797982,19998.112632
64.200000,1,normal,4.391581,57.801698,607.752008,6.736012,20033.667109
64.400000,1,normal,4.666991,57.964164,606.809434,6.677407,20021.697682
64.600000,1,normal,4.367749,57.986917,602.715494,6.712114,20059.252223
64.800000,1,normal,4.321593,57.854856,607.840761,6.738914,19993.467019
65.000000,1,normal,4.535496,57.832402,601.578923,6.765456,19953.196670
65.200000,1,normal,4.521851,58.064052,608.436791,6.743725,20004.284695
65.400000,1,normal,4.436387,58.065352,608.420037,6.717850,20012.649678
65.600000,1,normal,4.293682,58.062861,596.676937,6.752993,19912.014122
65.800000,1,normal,4.880410,58.306374,608.858988,6.765908,20090.233699
66.000000,1,normal,4.588480,57.894890,606.598534,6.769933,20037.728562
66.200000,1,normal,4.345683,57.653068,604.592511,6.735000,19985.182290
66.400000,1,normal,4.586243,58.223964,608.397077,6.748845,20043.965852
66.600000,1,normal,4.463009,57.575556,601.103730,6.786682,20060.421096
66.800000,1,normal,4.493303,58.140342,603.582873,6.690609,19957.713951
67.000000,1,normal,4.562184,58.032571,604.505543,6.738204,19979.820137
67.200000,1,normal,4.557124,57.941864,608.974870,6.777729,20039.312543
67.400000,1,normal,4.409923,57.949602,605.377056,6.754124,19960.713836
67.600000,1,normal,4.391132,57.972507,601.319576,6.744379,20017.116164
67.800000,1,normal,4.535422,57.815806,605.046327,6.729660,20038.237620
68.000000,1,normal,4.531529,57.795764,605.921507,6.737525,19970.794958
68.200000,1,normal,4.604091,58.100818,601.371301,6.739056,20035.287462
68.400000,1,normal,4.630964,57.774437,608.301608,6.751871,19939.408916
68.600000,1,normal,4.462278,57.879644,601.162866,6.704875,20003.832412
68.800000,1,normal,4.392757,57.812722,604.925913,6.716940,19973.713550
69.000000,1,normal,4.412083,58.359036,601.473331,6.751956,20065.649112
69.200000,1,normal,4.640256,57.934480,604.085950,6.770451,19985.016325
69.400000,1,normal,4.413582,57.916243,605.774306,6.744790,20072.967691
69.600000,1,normal,4.391230,58.069867,604.938282,6.760063,20002.444287
69.800000,1,normal,4.580398,57.960384,605.515227,6.698916,20006.007470
70.000000,1,normal,4.317110,58.257684,606.905876,6.780147,20000.707547
70.200000,1,normal,4.288982,57.829511,605.173604,6.779183,20025.507204
70.400000,1,normal,4.520968,58.253367,600.260775,6.768119,19947.111178
70.600000,1,normal,4.617046,57.974130,607.041437,6.832198,19978.454823
70.800000,1,normal,4.691925,58.029445,606.361643,6.733574,20090.300692
71.000000,1,normal,4.653305,57.943468,598.743754,6.765226,20048.719881
71.200000,1,normal,4.426126,58.264954,604.436673,6.738703,20028.112181
71.400000,1,normal,4.588918,58.373127,605.509176,6.725416,20024.272557
71.600000,1,normal,4.693912,57.894293,606.001290,6.737243,20014.508973
71.800000,1,normal,4.502497,58.090620,601.672526,6.815545,20014.853705
72.000000,1,normal,4.568591,57.956006,604.512991,6.812944,19965.565814
72.200000,1,normal,4.464391,58.242744,603.605038,6.745060,20008.727573
72.400000,1,normal,4.476556,57.885864,608.160689,6.761295,19976.571842
72.600000,1,normal,4.416766,57.805904,600.823075,6.712364,20051.192053
72.800000,1,normal,4.585307,57.879789,607.101911,6.708097,20008.791025
73.000000,1,normal,4.537971,57.884027,600.033852,6.797681,19942.327494
73.200000,1,normal,4.787722,57.998317,606.598444,6.762304,20046.850290
73.400000,1,normal,4.326900,57.714479,607.494053,6.754906,19969.556173
73.600000,1,normal,4.324473,57.860798,603.520657,6.703955,19990.036287
73.800000,1,normal,4.696660,57.987556,603.270161,6.794730,20012.264808
74.000000,1,normal,4.605663,57.696281,603.032765,6.758519,19995.114553
74.200000,1,normal,4.382300,57.688375,602.517752,6.742654,19992.580061
74.400000,1,normal,4.453836,58.079171,603.897976,6.810074,19976.327043
74.600000,1,normal,4.562229,57.880006,602.202375,6.747669,19952.760986
74.800000,1,normal,4.438579,57.866319,604.781336,6.744265,20022.128824
75.000000,1,normal,4.559319,57.841433,608.361865,6.809969,19965.571675
75.200000,1,normal,4.597720,57.888925,606.861625,6.711628,19973.485966
75.400000,1,normal,4.570503,58.232547,606.353223,6.764565,20026.749414
75.600000,1,normal,4.760413,58.022288,610.308623,6.724705,20061.582915
75.800000,1,normal,4.381600,58.082761,604.277560,6.683710,20046.988132
76.000000,1,normal,4.570832,58.080403,606.681021,6.746287,19971.080221
76.200000,1,normal,4.547079,58.089913,605.556450,6.695212,19953.326941
76.400000,1,normal,4.391963,58.268638,601.770676,6.816317,19915.965473
76.600000,1,normal,4.628816,58.094695,605.134050,6.818732,20024.195625
76.800000,1,normal,4.620877,58.243502,599.108730,6.736769,19948.265087
77.000000,1,normal,4.312450,57.758882,607.974508,6.749379,19958.314958
77.200000,1,normal,4.292283,58.110176,607.871690,6.772266,19990.307025
