t,mode_code,mode_label,V,Tb,I,H,Q
5.200000,2,high_vibration,4.332751,58.219140,605.054713,6.777571,20057.847364
5.400000,2,high_vibration,4.436063,57.899256,602.511479,6.829753,20051.663630
5.600000,2,high_vibration,4.615192,57.799508,607.554962,6.749791,19995.555838
5.800000,2,high_vibration,4.481208,57.795830,605.304549,6.778140,20011.221380
6.000000,2,high_vibration,4.466970,57.748474,609.380518,6.734999,19993.178361
6.200000,2,high_vibration,4.660633,57.834935,600.891566,6.749533,20062.004728
6.400000,2,high_vibration,4.400669,57.807158,606.193443,6.723326,19935.061199
6.600000,2,high_vibration,4.695182,58.013925,603.400150,6.679355,19979.782547
6.800000,2,high_vibration,4.353223,57.819955,606.987486,6.733509,19993.548641
7.000000,2,high_vibration,4.545792,57.899488,609.341024,6.691179,20009.268342
7.200000,2,high_vibration,4.376121,57.866911,604.039986,6.726685,19955.284073
7.400000,2,high_vibration,4.576418,57.570627,604.641301,6.788080,20020.800218
7.600000,2,high_vibration,4.516099,58.186201,600.084845,6.765876,20025.277168
7.800000,2,high_vibration,4.591384,57.565103,606.013887,6.732959,20023.038816
8.000000,2,high_vibration,4.270686,57.909499,605.453135,6.781938,19954.675342
8.200000,2,high_vibration,4.476459,57.664390,608.002297,6.734269,20050.422232
8.400000,2,high_vibration,4.537206,57.858561,608.510877,6.734503,20009.283971
8.600000,2,high_vibration,4.310962,57.976157,600.038257,6.721040,20060.527559
8.800000,2,high_vibration,4.744027,58.160464,601.042870,6.802185,20031.780676
9.000000,2,high_vibration,4.156940,57.943112,605.679282,6.773583,19979.810901
9.200000,2,high_vibration,4.415785,58.156887,603.821302,6.729434,19995.387068
9.400000,2,high_vibration,4.487081,57.723682,602.541816,6.776059,20064.137763
9.600000,2,high_vibration,4.570161,58.067682,600.130540,6.726685,19992.409874
9.800000,2,high_vibration,4.450633,57.908288,601.611692,6.737029,20090.969772
10.000000,2,high_vibration,4.364027,58.284922,602.248982,6.726181,19999.899879
10.200000,2,high_vibration,4.584557,58.099750,600.309500,6.737140,20054.200029
10.400000,2,high_vibration,4.439938,58.271974,602.103668,6.784693,20035.196106
10.600000,2,high_vibration,4.455702,58.067509,599.186659,6.689405,20033.664572
10.800000,2,high_vibration,4.419518,58.361313,606.552408,6.821508,19999.541973
11.000000,2,high_vibration,4.702532,57.980920,608.311502,6.740460,19899.162614
11.200000,2,high_vibration,4.570479,57.900367,604.540300,6.693800,19980.269073
11.400000,2,high_vibration,4.533846,57.948851,604.768452,6.726036,19968.594927
11.600000,2,high_vibration,4.632912,58.401406,609.260383,6.719193,19972.086772
11.800000,2,high_vibration,4.551697,58.244163,602.218341,6.745535,19973.566643
12.000000,2,high_vibration,4.368726,57.987670,604.849544,6.791167,20012.782635
12.200000,2,high_vibration,4.409892,57.906905,610.446694,6.730617,19949.311207
12.400000,2,high_vibration,4.426343,57.851383,606.757642,6.784435,20001.531108
12.600000,2,high_vibration,4.482872,57.762299,608.851490,6.787838,20031.804616
12.800000,2,high_vibration,4.569674,58.277303,605.309854,6.753489,20045.854640
13.000000,2,high_vibration,4.556151,57.942939,607.809316,6.745932,20013.768485
13.200000,2,high_vibration,4.567705,58.067304,603.270957,6.772165,19924.778637
13.400000,2,high_vibration,4.365893,57.857357,602.862884,6.786964,19978.722245
13.600000,2,high_vibration,4.525377,57.836424,609.412814,6.791029,19950.888791
13.800000,2,high_vibration,4.584209,57.829773,603.966230,6.744800,20016.564274
14.000000,2,high_vibration,4.298869,57.972690,604.038833,6.774601,20074.297552
14.200000,2,high_vibration,4.538324,57.993081,603.870829,6.769984,20009.620100
14.400000,2,high_vibration,4.584262,58.218213,601.528456,6.775388,20014.799395
14.600000,2,high_vibration,4.788203,57.830287,608.141580,6.761340,20004.076587
14.800000,2,high_vibration,4.518202,57.892250,601.848283,6.800711,20015.817732
15.000000,2,high_vibration,4.690450,58.129468,600.725823,6.750309,19988.639148
15.200000,2,high_vibration,4.480189,57.996831,602.464182,6.772273,19938.773487
15.400000,2,high_vibration,4.547503,58.080473,603.326478,6.850185,19976.492423
15.600000,2,high_vibration,4.471495,57.912233,607.687889,6.729887,19969.080080
15.800000,2,high_vibration,4.837193,57.783718,607.544865,6.796600,19954.803702
16.000000,2,high_vibration,4.571009,58.080825,606.596242,6.806616,19924.186675
16.200000,2,high_vibration,4.704984,57.862110,607.082677,6.724691,20054.984611
16.400000,2,high_vibration,4.494017,58.129279,608.866661,6.712074,19919.836393
16.600000,2,high_vibration,4.414603,58.209112,607.278613,6.729710,19992.775443
16.800000,2,high_vibration,4.477109,57.801181,604.191321,6.660182,20005.317022
17.000000,2,high_vibration,4.762421,57.763135,603.140957,6.709802,19995.225524
17.200000,2,high_vibration,4.315919,57.724968,609.889738,6.790556,20013.992590
17.400000,2,high_vibration,4.509358,58.081917,605.249164,6.742658,20022.021297
17.600000,2,high_vibration,4.296578,58.333104,607.122226,6.799414,20032.081952
17.800000,2,high_vibration,4.419829,57.824262,602.122932,6.711747,20016.679041
18.000000,2,high_vibration,4.644351,58.128771,603.177968,6.719681,20085.170847
18.200000,2,high_vibration,4.580796,58.056249,610.367026,6.765993,20052.291738
18.400000,2,high_vibration,4.655702,58.076281,600.642352,6.762313,20053.903155
18.600000,2,high_vibration,4.585535,58.277315,602.107339,6.776363,19957.842837
18.800000,2,high_vibration,4.318458,58.143634,603.753676,6.725086,20047.403154
19.000000,2,high_vibration,4.742997,57.974397,605.253132,6.701957,20049.745200
19.200000,2,high_vibration,4.555089,58.048928,603.442445,6.760966,19989.825130
19.400000,2,high_vibration,4.545829,57.932095,602.866827,6.766895,19968.503407
19.600000,2,high_vibration,4.490447,57.815976,601.333587,6.788228,20016.114064
19.800000,2,high_vibration,4.640152,57.961974,598.700289,6.722129,19974.587248
20.000000,2,high_vibration,4.316847,57.843843,604.721047,6.716850,20108.022700
20.200000,2,high_vibration,4.421447,58.108340,604.774331,6.703771,19936.954041
20.400000,2,high_vibration,4.581327,58.051892,606.180986,6.776416,20049.414271
20.600000,2,high_vibration,4.338050,57.705188,607.411163,6.786817,19999.688486
20.800000,2,high_vibration,4.421182,57.988764,599.877105,6.809427,20018.067473
21.000000,2,high_vibration,4.294582,58.127380,606.576241,6.752990,19978.267494
21.200000,2,high_vibration,4.652166,57.828293,606.434080,6.740278,19997.183989
21.400000,2,high_vibration,4.385032,58.051059,602.692288,6.767573,20044.738697
21.600000,2,high_vibration,4.610409,58.199737,609.378725,6.678306,20019.951137
21.800000,2,high_vibration,4.572783,58.097107,602.588521,6.807384,20041.344133
22.000000,2,high_vibration,4.422837,57.642345,600.527507,6.733926,19983.985854
22.200000,2,high_vibration,4.377787,58.072315,601.252225,6.763534,19940.125871
22.400000,2,high_vibration,4.478010,57.629140,598.891413,6.728245,20009.082595
22.600000,2,high_vibration,4.580335,58.319215,607.609845,6.670432,19987.820740
22.800000,2,high_vibration,4.457785,58.295107,607.171128,6.701007,20033.762886
23.000000,2,high_vibration,4.584763,57.849185,610.356199,6.736300,19955.539017
23.200000,2,high_vibration,4.319067,57.913133,604.531648,6.702609,19981.093186
23.400000,2,high_vibration,4.521126,58.335562,606.821558,6.760819,19940.367425
23.600000,2,high_vibration,4.309036,58.072134,604.661540,6.716758,19983.720962
23.800000,2,high_vibration,4.491241,57.920400,605.284799,6.674890,19941.859484
24.000000,2,high_vibration,4.347129,57.853161,607.111164,6.703131,20075.075975
24.200000,2,high_vibration,4.282580,58.131922,606.348997,6.718297,19949.184105
24.400000,2,high_vibration,4.621012,58.145881,603.537166,6.731375,20050.850286
24.600000,2,high_vibration,4.370136,58.088387,604.671847,6.728139,19909.676579
24.800000,2,high_vibration,4.398654,58.061980,602.660248,6.789110,19966.522251
25.000000,2,high_vibration,4.497287,58.236496,602.171873,6.743551,19962.527148
25.200000,2,high_vibration,4.406872,57.983665,605.357163,6.756356,20010.135427
25.400000,2,high_vibration,4.548388,58.021011,606.460560,6.748993,19997.781340
25.600000,2,high_vibration,4.228545,58.409134,604.247222,6.759234,20051.434540
25.800000,2,high_vibration,4.597548,58.182756,610.118112,6.765334,19986.893180
26.000000,2,high_vibration,4.654422,58.092327,606.675796,6.860410,20046.985977
26.200000,2,high_vibration,4.703172,57.747343,606.861185,6.696360,20003.399425
26.400000,2,high_vibration,4.590902,57.958212,603.289465,6.729859,20034.175837
26.600000,2,high_vibration,4.719636,57.760675,608.411443,6.707758,20005.504359
26.800000,2,high_vibration,4.557569,57.915949,606.749508,6.717889,20029.127866
27.000000,2,high_vibration,4.460952,58.073649,603.851378,6.750281,20002.770722
27.200000,2,high_vibration,4.467796,57.946455,609.249030,6.775721,20006.750365
27.400000,2,high_vibration,4.507696,58.175071,606.763467,6.700360,19967.885854
27.600000,2,high_vibration,4.356271,58.144757,610.604070,6.666059,20070.067111
27.800000,2,high_vibration,4.542663,57.826760,605.701507,6.783309,19960.820313
28.000000,2,high_vibration,4.387905,57.837925,610.783236,6.713225,20035.243207
28.200000,2,high_vibration,4.540171,57.994436,605.383966,6.755571,20056.670920
28.400000,2,high_vibration,4.600712,57.554369,598.723363,6.679755,19975.824262
28.600000,2,high_vibration,4.584338,57.781492,608.246391,6.709806,20053.704927
28.800000,2,high_vibration,4.624984,57.832170,605.135430,6.702714,19980.542721
29.000000,2,high_vibration,4.474716,57.789511,607.033035,6.760121,19984.560075
29.200000,2,high_vibration,4.292981,58.209977,602.776727,6.787921,19990.388355
29.400000,2,high_vibration,4.464524,58.468100,602.132224,6.813309,19962.445929
29.600000,2,high_vibration,4.641848,58.344994,602.750569,6.747846,19984.113575
29.800000,2,high_vibration,4.193961,58.108284,604.922518,6.723523,19962.847258
30.000000,2,high_vibration,4.577490,57.763216,601.047515,6.792655,19955.524078
30.200000,2,high_vibration,4.222772,58.221301,607.664631,6.753269,20006.189101
30.400000,2,high_vibration,4.362940,57.931151,601.059194,6.769786,19946.995540
30.600000,2,high_vibration,4.486513,58.412044,601.882578,6.734968,19966.609353
30.800000,2,high_vibration,4.167018,58.002945,605.313003,6.758488,20063.652278
31.000000,2,high_vibration,4.311174,57.560390,607.234547,6.784488,19943.311913
31.200000,2,high_vibration,4.382477,57.971274,609.987694,6.771426,19976.590011
31.400000,2,high_vibration,4.572143,57.974005,606.075223,6.753549,20105.373573
31.600000,2,high_vibration,4.609648,58.086385,602.286618,6.765171,20024.321552
31.800000,2,high_vibration,4.467918,57.971145,596.025752,6.720993,20030.562326
32.000000,2,high_vibration,4.543916,57.621222,605.710346,6.733156,19994.938127
32.200000,2,high_vibration,4.406371,57.654667,608.589761,6.744521,20000.822411
32.400000,2,high_vibration,4.641160,58.400406,605.144303,6.775909,20020.422157
32.600000,2,high_vibration,4.317652,58.010358,603.738725,6.784313,19993.939634
32.800000,2,high_vibration,4.545363,58.314634,607.481139,6.786540,20049.425412
33.000000,2,high_vibration,4.316261,58.045806,609.239561,6.718766,20007.549632
33.200000,2,high_vibration,4.167908,58.129119,604.382458,6.729591,20000.011457
33.400000,2,high_vibration,4.500494,57.991193,604.466130,6.755744,20009.235401
33.600000,2,high_vibration,4.392071,57.777466,602.978473,6.734923,20013.462552
33.800000,2,high_vibration,4.392499,58.159322,606.062302,6.797662,20016.077120
34.000000,2,high_vibration,4.509760,58.113601,603.169140,6.757639,20034.995536
34.200000,2,high_vibration,4.713605,57.841437,605.743210,6.787406,20019.428540
34.400000,2,high_vibration,4.448141,58.115770,604.305874,6.683433,19984.904820
34.600000,2,high_vibration,4.711331,58.012618,600.858460,6.733101,20044.450033
34.800000,2,high_vibration,4.508567,58.312822,600.381442,6.781938,19951.140684
35.000000,2,high_vibration,4.414409,57.569028,602.919530,6.706437,19956.928225
35.200000,2,high_vibration,4.449446,58.222516,604.014055,6.719724,19996.088376
35.400000,2,high_vibration,4.615202,58.027266,608.389024,6.737701,20046.982514
35.600000,2,high_vibration,4.302464,58.132704,609.165505,6.766502,20012.780377
35.800000,2,high_vibration,4.346705,57.848230,600.374609,6.709503,20026.804817
36.000000,2,high_vibration,4.658849,58.200536,609.004493,6.719743,20010.146863
36.200000,2,high_vibration,4.747654,57.642223,603.870903,6.702130,19926.052625
36.400000,2,high_vibration,4.703781,57.736807,601.119519,6.824102,19995.127505
36.600000,2,high_vibration,4.484431,58.237135,607.769460,6.793958,20023.990178
36.800000,2,high_vibration,4.527522,58.095873,608.622547,6.713726,20028.232065
37.000000,2,high_vibration,4.356656,58.230660,607.211087,6.703068,19996.352207
37.200000,2,high_vibration,4.390683,58.225021,604.940244,6.726224,20060.237622
37.400000,2,high_vibration,4.353584,57.992217,607.137926,6.769301,19968.242667
37.600000,2,high_vibration,4.572040,57.917448,607.586719,6.768123,19995.142811
37.800000,2,high_vibration,4.383725,58.243090,606.913978,6.758214,20002.978734
38.000000,2,high_vibration,4.451078,57.942399,606.453870,6.693816,20049.342627
38.200000,2,high_vibration,4.549547,58.141778,604.926153,6.732198,19975.771951
38.400000,2,high_vibration,4.504290,57.834390,602.700184,6.712596,19964.199837
38.600000,2,high_vibration,4.360400,57.961535,606.445927,6.728703,20043.002734
38.800000,2,high_vibration,4.553274,57.815207,605.160472,6.704378,20019.100985
39.000000,2,high_vibration,4.387537,58.241628,601.057827,6.666775,19927.773855
39.200000,2,high_vibration,4.604498,57.954710,610.043397,6.652746,19952.294832
39.400000,2,high_vibration,4.317586,57.970489,607.767134,6.841157,20025.639992
39.600000,2,high_vibration,4.396999,58.045275,601.080534,6.776524,20013.887542
39.800000,2,high_vibration,4.625574,57.782579,602.327106,6.693833,19991.532471
40.000000,2,high_vibration,4.222786,57.727325,603.107498,6.731911,20048.088152
40.200000,2,high_vibration,4.501934,57.794032,600.901175,6.754168,20028.339908
40.400000,2,high_vibration,4.562534,57.793961,606.185606,6.795579,20013.050313
40.600000,2,high_vibration,4.253410,57.968344,599.813012,6.800093,19954.338184
40.800000,2,high_vibration,4.456572,57.764186,610.699046,6.764833,20022.018259
41.000000,2,high_vibration,4.523562,57.821271,601.995207,6.727739,20065.045656
41.200000,2,high_vibration,4.614718,57.945817,610.056026,6.691672,19941.631676
41.400000,2,high_vibration,4.318891,57.650724,610.413488,6.782670,19976.099225
41.600000,2,high_vibration,4.610143,57.926149,605.745187,6.781725,19910.985690
41.800000,2,high_vibration,4.859571,58.084314,607.037388,6.819823,20018.193562
42.000000,2,high_vibration,4.899047,58.176277,609.348340,6.750569,19941.154486
42.200000,2,high_vibration,4.841503,57.496336,605.240539,6.747845,19990.289149
42.400000,2,high_vibration,4.906477,57.877492,607.314464,6.649816,19937.803047
42.600000,2,high_vibration,4.808667,57.930210,606.056586,6.678224,19945.431161
42.800000,2,high_vibration,5.180268,57.947466,610.097102,6.638240,19950.589861
43.000000,2,high_vibration,5.245910,58.447312,607.093438,6.677989,19922.775818
43.200000,2,high_vibration,5.025933,58.196079,616.591458,6.686770,19863.410847
43.400000,2,high_vibration,5.188147,58.476195,608.794853,6.742206,19888.853382
43.600000,2,high_vibration,5.344261,58.256678,614.461607,6.618762,19897.762956
43.800000,2,high_vibration,5.098110,58.563149,611.750729,6.647004,19866.317712
44.000000,2,high_vibration,5.392341,58.869308,612.990505,6.653693,19839.483193
44.200000,2,high_vibration,5.575523,58.660274,615.034897,6.690483,19788.206100
44.400000,2,high_vibration,5.467670,58.520722,610.332531,6.621499,19838.617803
44.600000,2,high_vibration,5.572192,58.837395,614.476925,6.595648,19847.941595
44.800000,2,high_vibration,5.456405,58.952657,613.078393,6.544382,19823.228901
45.000000,2,high_vibration,5.954669,58.632861,612.988797,6.646758,19835.559990
45.200000,2,high_vibration,5.739396,58.502775,611.661296,6.573528,19810.617620
45.400000,2,high_vibration,5.843224,58.533590,612.346198,6.604219,19815.515380
45.600000,2,high_vibration,5.889451,58.649979,616.897940,6.655609,19752.511463
45.800000,2,high_vibration,5.893461,58.560418,615.000407,6.674707,19742.578100
46.000000,2,high_vibration,6.207676,58.680822,619.534343,6.625536,19779.396970
46.200000,2,high_vibration,6.351706,59.016002,620.077034,6.539864,19787.614728
46.400000,2,high_vibration,6.204954,59.114294,620.234787,6.603741,19811.013797
46.600000,2,high_vibration,6.438880,58.794291,620.236160,6.583641,19693.182778
46.800000,2,high_vibration,6.213242,58.863700,621.173910,6.552762,19710.491146
47.000000,2,high_vibration,6.639231,58.817462,618.676165,6.533031,19711.872367
47.200000,2,high_vibration,6.508947,58.616818,619.348141,6.607073,19717.247824
47.400000,2,high_vibration,6.626564,59.315041,622.405451,6.540785,19657.075979
47.600000,2,high_vibration,6.444173,59.047171,621.985044,6.525801,19753.793519
47.800000,2,high_vibration,6.688447,59.526195,621.116406,6.576361,19673.487501
48.000000,2,high_vibration,6.701997,59.200894,622.629874,6.468224,19667.347810
48.200000,2,high_vibration,6.913118,59.147397,623.581976,6.551459,19637.762648
48.400000,2,high_vibration,6.886840,59.290790,626.750355,6.567824,19670.058089
48.600000,2,high_vibration,7.025231,59.560177,627.260123,6.480798,19593.055795
48.800000,2,high_vibration,7.083247,59.820901,625.825670,6.493321,19619.328053
49.000000,2,high_vibration,7.003247,59.699604,629.853618,6.578362,19674.826590
49.200000,2,high_vibration,6.719328,59.570509,624.522612,6.452530,19616.113362
49.400000,2,high_vibration,6.924988,59.584219,632.878414,6.591595,19622.496233
49.600000,2,high_vibration,7.282029,59.795452,628.928020,6.401746,19658.516846
49.800000,2,high_vibration,7.329488,59.246339,633.025034,6.480417,19548.090880
50.000000,2,high_vibration,7.199385,59.631754,628.137496,6.545711,19604.282135
50.200000,2,high_vibration,7.095331,59.603044,630.630760,6.380882,19571.402171
50.400000,2,high_vibration,7.299999,60.069632,630.099518,6.433190,19600.081062
50.600000,2,high_vibration,7.551643,59.746992,630.617617,6.547956,19559.512323
50.800000,2,high_vibration,7.741195,60.259807,629.436071,6.447556,19516.003125
51.000000,2,high_vibration,7.630864,59.767662,628.913485,6.492184,19612.117618
51.200000,2,high_vibration,7.825702,59.907430,634.128957,6.461703,19549.151575
51.400000,2,high_vibration,7.644868,60.377228,631.952491,6.377800,19544.036437
51.600000,2,high_vibration,7.867542,60.001261,633.339920,6.468290,19530.924384
51.800000,2,high_vibration,7.556599,59.986770,627.525816,6.433047,19500.920316
52.000000,2,high_vibration,7.770094,60.021360,637.079691,6.427530,19438.636202
52.200000,2,high_vibration,7.953889,60.163131,630.755353,6.490374,19450.542794
52.400000,2,high_vibration,7.978051,60.409999,634.764321,6.434204,19537.497175
52.600000,2,high_vibration,8.100853,60.725871,633.651445,6.432837,19475.304888
52.800000,2,high_vibration,8.070511,60.582376,635.579249,6.369805,19453.613825
53.000000,2,high_vibration,7.953445,60.531807,633.690748,6.399598,19497.427974
53.200000,2,high_vibration,8.441427,60.342763,633.528026,6.377602,19490.910135
53.400000,2,high_vibration,8.133297,60.604272,639.419270,6.429524,19467.199638
53.600000,2,high_vibration,8.280815,60.544154,634.530313,6.408537,19355.893185
53.800000,2,high_vibration,8.065979,60.677407,637.392623,6.439092,19427.110722
54.000000,2,high_vibration,8.179001,60.910572,633.905494,6.350558,19491.007019
54.200000,2,high_vibration,8.128307,60.686186,636.282777,6.373815,19425.962370
54.400000,2,high_vibration,8.207168,60.605880,636.438931,6.382130,19398.706060
54.600000,2,high_vibration,8.340822,60.918651,640.645207,6.346566,19382.212711
54.800000,2,high_vibration,8.250954,60.724409,640.671780,6.365477,19405.269479
55.000000,2,high_vibration,8.518801,60.452161,638.360173,6.395448,19466.467891
55.200000,2,high_vibration,8.629825,60.817364,639.444219,6.326593,19387.276568
55.400000,2,high_vibration,8.642960,61.355077,639.956668,6.369205,19325.668076
55.600000,2,high_vibration,8.644626,60.960145,639.989598,6.342546,19489.859518
55.800000,2,high_vibration,8.706968,61.178442,640.657103,6.357371,19354.487460
56.000000,2,high_vibration,8.554921,61.029566,639.979987,6.362832,19433.588432
56.200000,2,high_vibration,8.595598,61.109762,640.186301,6.334538,19399.454756
56.400000,2,high_vibration,8.905256,61.456812,636.140834,6.344671,19388.987059
56.600000,2,high_vibration,8.692508,61.566961,638.157833,6.335905,19320.153427
56.800000,2,high_vibration,8.828641,61.417158,638.993392,6.391064,19370.860763
57.000000,2,high_vibration,8.885782,61.717558,643.533025,6.377564,19375.727950
57.200000,2,high_vibration,8.716339,61.681293,639.492338,6.329217,19403.439481
57.400000,2,high_vibration,8.869474,61.498539,643.420223,6.308325,19446.150019
57.600000,2,high_vibration,8.805955,61.651253,641.493678,6.353783,19354.257961
57.800000,2,high_vibration,9.168304,61.835777,643.214476,6.341437,19350.160455
58.000000,2,high_vibration,8.909890,61.803109,646.822585,6.328700,19278.244881
58.200000,2,high_vibration,9.103133,61.963836,644.029464,6.366408,19283.829263
58.400000,2,high_vibration,9.006023,61.497595,641.597873,6.305522,19319.273876
58.600000,2,high_vibration,9.019412,61.535875,645.928668,6.357131,19355.656871
58.800000,2,high_vibration,9.092975,61.914866,638.564795,6.398098,19292.226099
59.000000,2,high_vibration,9.257704,62.009882,642.857833,6.343915,19314.789564
59.200000,2,high_vibration,9.373173,62.046809,640.494355,6.356651,19342.705149
59.400000,2,high_vibration,9.179466,61.966486,646.626229,6.349825,19337.131496
59.600000,2,high_vibration,9.106714,62.292157,642.489268,6.329075,19350.144856
59.800000,2,high_vibration,9.192736,61.920476,643.136720,6.354514,19407.474805
60.000000,2,high_vibration,9.115669,61.793263,645.396274,6.427434,19313.498076
60.200000,2,high_vibration,9.433782,62.228386,641.126678,6.323767,19332.664004
60.400000,2,high_vibration,9.227766,62.477308,645.303374,6.358179,19294.070852
60.600000,2,high_vibration,9.310258,62.263851,647.033803,6.307019,19288.156985
60.800000,2,high_vibration,9.205862,62.007922,644.829933,6.391084,19240.701760
61.000000,2,high_vibration,9.229865,62.083239,642.799722,6.301761,19384.573431
61.200000,2,high_vibration,9.236049,62.534668,651.787744,6.293264,19304.533297
61.400000,2,high_vibration,9.424882,62.501846,646.468425,6.333504,19263.410712
61.600000,2,high_vibration,9.589791,62.585989,648.204140,6.310224,19324.479547
61.800000,2,high_vibration,9.714307,62.640930,650.792669,6.395119,19312.646424
62.000000,2,high_vibration,9.440366,62.778708,646.114259,6.311256,19282.528061
62.200000,2,high_vibration,9.773579,62.656445,645.352065,6.293051,19238.483536
62.400000,2,high_vibration,9.455444,62.938428,647.113567,6.367024,19284.621926
62.600000,2,high_vibration,9.453715,62.798447,643.582674,6.306868,19297.239495
62.800000,2,high_vibration,9.582735,62.893188,644.047247,6.357793,19308.351059
63.000000,2,high_vibration,9.605399,62.779712,644.372641,6.419268,19265.054274
63.200000,2,high_vibration,9.741868,63.199391,645.981692,6.317828,19314.220149
63.400000,2,high_vibration,9.512928,62.606795,653.335180,6.312463,19305.600203
63.600000,2,high_vibration,9.687996,62.850519,645.612931,6.368611,19349.637169
63.800000,2,high_vibration,9.845024,62.898795,647.804980,6.302504,19225.046373
64.000000,2,high_vibration,9.627985,62.931005,645.697656,6.355325,19265.613574
64.200000,2,high_vibration,9.859818,62.985792,640.524658,6.288713,19319.381641
64.400000,2,high_vibration,9.445580,63.368217,649.787122,6.252536,19244.621582
64.600000,2,high_vibration,9.685130,63.137878,651.838694,6.272943,19268.106456
64.800000,2,high_vibration,9.633350,63.496284,650.472522,6.357941,19226.321383
65.000000,2,high_vibration,9.623969,62.769210,648.995477,6.334590,19285.422830
65.200000,2,high_vibration,9.498259,63.418696,649.239543,6.293148,19216.394736
65.400000,2,high_vibration,9.646826,63.438731,643.174277,6.277066,19261.941795
65.600000,2,high_vibration,9.896915,63.282730,646.673581,6.253586,19262.686821
65.800000,2,high_vibration,9.688021,63.407865,651.102734,6.194262,19281.742974
66.000000,2,high_vibration,9.757791,63.439119,650.155242,6.268522,19194.004489
66.200000,2,high_vibration,9.975132,63.340094,646.759272,6.385140,19262.273362
66.400000,2,high_vibration,9.718748,63.377534,648.241830,6.332223,19251.014996
66.600000,2,high_vibration,9.756969,63.255898,649.687178,6.318673,19254.545053
66.800000,2,high_vibration,9.643159,63.692866,644.878511,6.290823,19278.674525
67.000000,2,high_vibration,9.725550,63.458202,653.200300,6.251269,19277.918068
67.200000,2,high_vibration,9.833430,63.675151,649.944154,6.333224,19155.170452
67.400000,2,high_vibration,9.956046,63.751312,648.399214,6.329973,19256.056047
67.600000,2,high_vibration,9.850674,63.963747,649.395779,6.344178,19267.623400
67.800000,2,high_vibration,9.769739,63.518751,649.889386,6.264746,19237.918197
68.000000,2,high_vibration,9.749063,63.817716,646.366285,6.318717,19230.698441
68.200000,2,high_vibration,9.873923,63.525214,647.542897,6.272133,19253.436734
68.400000,2,high_vibration,9.858520,63.558326,655.008269,6.332462,19224.257264
68.600000,2,high_vibration,10.043325,63.649636,651.423987,6.220849,19205.286249
68.800000,2,high_vibration,9.695440,64.204697,650.557116,6.370716,19216.686842
69.000000,2,high_vibration,10.061028,64.072025,646.658742,6.278068,19252.919442
69.200000,2,high_vibration,9.795324,63.578470,650.273839,6.294917,19219.507219
69.400000,2,high_vibration,9.982117,63.788619,645.410240,6.328209,19205.180717
69.600000,2,high_vibration,9.789915,63.857552,651.718646,6.335999,19255.206281
69.800000,2,high_vibration,9.968924,64.153230,649.852628,6.228905,19357.846099
70.000000,2,high_vibration,10.241292,64.075037,651.777687,6.329116,19233.859435
70.200000,2,high_vibration,9.956258,63.962997,647.336607,6.302388,19249.991371
70.400000,2,high_vibration,9.777869,64.042759,644.414743,6.320299,19289.058530
70.600000,2,high_vibration,9.900131,64.154547,650.510162,6.276853,19187.046938
70.800000,2,high_vibration,9.903287,64.566659,652.966340,6.230529,19233.306607
71.000000,2,high_vibration,10.103282,64.203934,650.855504,6.316579,19262.747514
71.200000,2,high_vibration,10.139020,64.213814,649.259587,6.284736,19267.431503
